"","id","Place","desc","coords"
"6828",232785946,"Romano-British Bath House ","A bathhouse located at Orpington, Kent was excavated between 1971 and 1975. The site flourished between ca. 270 and 400 CE. Its post-abandonment phase includes Anglo-Saxon graves of the fifth and sixth centuries.","[0.1078558, 51.3883365]"
"6829",232785946,"Romano-British Bath House ","A bathhouse located at Orpington, Kent was excavated between 1971 and 1975. The site flourished between ca. 270 and 400 CE. Its post-abandonment phase includes Anglo-Saxon graves of the fifth and sixth centuries.","[0.1078558, 51.3883365]"
"6830",233060586,"Baths of the Philosopher ","The so-called ""Baths of the Philosopher"" or ""Terme del Filosofo"" in region V of the ancient city of Ostia take their modern sobriquet from a bust of Plotinus dating to the middle of the third century CE.","[12.2906412, 41.7538906]"
"6831",233224275,"Stadium at Kibyra ","The Stadium at Kibyra dates to the second and third centuries CE and could seat about 10,000 people.","[29.4965755, 37.1592809]"
"6832",233803923,"Roman amphitheater at Thermae Himeraeae ","Roman amphitheater at Termini Imerese was of modest size and is today poorly preserved.","[13.6937879, 37.9878085]"
"6833",233803923,"Roman amphitheater at Thermae Himeraeae ","Roman amphitheater at Termini Imerese was of modest size and is today poorly preserved.","[13.6937879, 37.9878085]"
"6834",233803923,"Roman amphitheater at Thermae Himeraeae ","Roman amphitheater at Termini Imerese was of modest size and is today poorly preserved.","[13.6937879, 37.9878085]"
"6835",233803923,"Roman amphitheater at Thermae Himeraeae ","Roman amphitheater at Termini Imerese was of modest size and is today poorly preserved.","[13.6937879, 37.9878085]"
"6836",234032029,"Clepsydra of the Oropos Amphiareion ","The Oropos Amphiareion clepsydra is a hydraulic inflow clock serving the Sanctuary of Amphiaraus. Situated on the southeast bank of the sacred spring of Amphiaraus, this inflow hydraulic clock dates to the 4th century BCE.","[23.8453238, 38.2906218]"
"6837",234790083,"Ponte del Diavolo ","A bridge in the territory of Blera known as the ""Devil's Bridge"".","[12.0280283, 42.2705885]"
"6838",235505945,"Sanctuary of Cybele, Sanctuary of Cybele, Pergamon ","The Kybele Sanctuary at Kapikaya is a rock-cut sanctuary sacred to Kybele, approximately 6 km from Pergamon, and is included in the UNESCO World Heritage site ""Pergamon and its Multi-Layered Cultural Landscape"".","[27.1435634, 39.1643216]"
"6839",235661777,"Roman theater of Neapolis ","The Roman theater of Neapolis is a structure of the first century B.C. that is built atop the pre-existing fourth century B.C. Greek theater.","[14.2565231, 40.8523132]"
"6840",235661777,"Roman theater of Neapolis ","The Roman theater of Neapolis is a structure of the first century B.C. that is built atop the pre-existing fourth century B.C. Greek theater.","[14.2565231, 40.8523132]"
"6841",235661777,"Roman theater of Neapolis ","The Roman theater of Neapolis is a structure of the first century B.C. that is built atop the pre-existing fourth century B.C. Greek theater.","[14.2565231, 40.8523132]"
"6842",235661777,"Roman theater of Neapolis ","The Roman theater of Neapolis is a structure of the first century B.C. that is built atop the pre-existing fourth century B.C. Greek theater.","[14.2565231, 40.8523132]"
"6843",235795850,"Porta tis Vasilopoulas ","The Arch of Hadrian is a monument in the form of a Roman triumphal arch, constructed by the citizens of Athens in AD 131 or 132 to honor the Roman emperor Hadrian.","[23.732014, 37.970169]"
"6844",235931632,"Roman baths, Carsulae ","Baths of the early imperial period at Carsulae.","[12.5563618, 42.6382325]"
"6845",235931632,"Roman baths, Carsulae ","Baths of the early imperial period at Carsulae.","[12.5563618, 42.6382325]"
"6846",235931632,"Roman baths, Carsulae ","Baths of the early imperial period at Carsulae.","[12.5563618, 42.6382325]"
"6847",235931632,"Roman baths, Carsulae ","Baths of the early imperial period at Carsulae.","[12.5563618, 42.6382325]"
"6848",236573248,"Porticus Octaviae ","A porticus in the area of the Circus Flaminius, the Porticus Octaviae was dedicated by Augustus sometime after 27 B.C. in honor of his sister, Octavia Minor. The porticus replaced the Porticus Metelli. It was restored twice after major urban fires in A.D. 80 and 203.","[12.4786448, 41.8924333]"
"6849",236993544,"Roman villa at Verige Bay ","A Roman villa rustica located in the bay of Verige, dating from the first century B.C. through the sixth century A.D. The villa's ruins lie within Croatia's Brijuni National Park.","[13.7733654, 44.9108244]"
"6850",236993544,"Roman villa at Verige Bay ","A Roman villa rustica located in the bay of Verige, dating from the first century B.C. through the sixth century A.D. The villa's ruins lie within Croatia's Brijuni National Park.","[13.7733654, 44.9108244]"
"6851",236993544,"Roman villa at Verige Bay ","A Roman villa rustica located in the bay of Verige, dating from the first century B.C. through the sixth century A.D. The villa's ruins lie within Croatia's Brijuni National Park.","[13.7733654, 44.9108244]"
"6852",236993544,"Roman villa at Verige Bay ","A Roman villa rustica located in the bay of Verige, dating from the first century B.C. through the sixth century A.D. The villa's ruins lie within Croatia's Brijuni National Park.","[13.7733654, 44.9108244]"
"6853",237325182,"Roman villa at Tourmont ","Remains of a large Roman villa and site of a significant coin hoard of the third century A.D.","[5.68273, 46.8604]"
"6854",237325182,"Roman villa at Tourmont ","Remains of a large Roman villa and site of a significant coin hoard of the third century A.D.","[5.68273, 46.8604]"
"6855",237325182,"Roman villa at Tourmont ","Remains of a large Roman villa and site of a significant coin hoard of the third century A.D.","[5.68273, 46.8604]"
"6856",237325182,"Roman villa at Tourmont ","Remains of a large Roman villa and site of a significant coin hoard of the third century A.D.","[5.68273, 46.8604]"
"6857",237512727,"Roman amphitheater at Patavium ","The Roman amphitheater at Patavium dates to the Augustan period.","[11.8792596, 45.4118588]"
"6858",237512727,"Roman amphitheater at Patavium ","The Roman amphitheater at Patavium dates to the Augustan period.","[11.8792596, 45.4118588]"
"6859",237512727,"Roman amphitheater at Patavium ","The Roman amphitheater at Patavium dates to the Augustan period.","[11.8792596, 45.4118588]"
"6860",237512727,"Roman amphitheater at Patavium ","The Roman amphitheater at Patavium dates to the Augustan period.","[11.8792596, 45.4118588]"
"6861",238779098,"Minoan Palatial Center (Knossos) ","An extensive, multi-period Bronze Age palace complex, located south of modern Heraklion in central Crete.","[25.1638038, 35.2971642]"
"6862",238864239,"santuario di Asclepio a Lebena, Sanctuary at Leben ","Leben is known for a sanctuary of Asklepios dating to the first and second centuries CE.","[24.9238278, 34.9325201]"
"6863",240065109,"Temple of Apollo Patroos ","The Temple of Apollo Patroos on the west side of the Agora of Athens was built at the end of the fourth century BC. It contained a famous statue of Apollo by Euphranor. The structure wraps around the tiny fourth-century BC shrine of Zeus Phratrios and Athena Phratrios. The existence of an earlier temple, destroyed during the Persian Sack of 480 BC, is disputed.","[23.7220422, 37.975639]"
"6864",240121542,"Salkhad Castle ","A Medieval castle dated to the thirteenth century in the Syrian village of Salkhad.","[36.7098327, 32.4941543]"
"6865",240415207,"Porta Pretoria (Albano Laziale) ","The principal gateway of Castra Albana.","[12.6592214, 41.7289901]"
"6866",241034493,"Porte d'Auguste of Nemausus ","A first century gate of Nemausus, also known as the ""Porte d'Arles"".","[4.3631549, 43.8394385]"
"6867",241569287,"Saint-Pierre de Vence ","A Gallo-Roman villa.","[5.0044369, 43.7149853]"
"6868",242008147,"San Saba, San Saba, Rome ","The Basilica of San Saba is located on the ""Piccolo Aventino"" in Rome. The basilica's origin is traced to 645 when fugitive monks from Mar Saba in Palestine traveled to Rome to attend the Lateran Council. They subsequently remained on the Aventine.","[12.4852786, 41.8786868]"
"6869",243075423,"Temple of Veiovis ","The Temple of Veiovis, also attested as Aedes Vediovis, was a temple of ancient Rome located on the Capitoline Hill in a location known as ""inter duos lucos"" that is interpreted to mean a saddle between the two summits of the hill. The remains of a temple podium were discovered beneath the northwest corner of the Palazzo Senatore in 1938-1939.","[12.483611, 41.892778]"
"6870",243620947,"Pompeii II.3.7 garden entrance ","Pompeii II, 3, 7 is a garden entrance linked to II, 3, 8 and II, 3,9. II, 3, 8 is identified as a workshop, either the Officina vasaria or caupona of Nicanor. This complex was positioned across the street from the Palaestra.","[14.4932745, 40.7516442]"
"6871",243620947,"Pompeii II.3.7 garden entrance ","Pompeii II, 3, 7 is a garden entrance linked to II, 3, 8 and II, 3,9. II, 3, 8 is identified as a workshop, either the Officina vasaria or caupona of Nicanor. This complex was positioned across the street from the Palaestra.","[14.4932745, 40.7516442]"
"6872",243620947,"Pompeii II.3.7 garden entrance ","Pompeii II, 3, 7 is a garden entrance linked to II, 3, 8 and II, 3,9. II, 3, 8 is identified as a workshop, either the Officina vasaria or caupona of Nicanor. This complex was positioned across the street from the Palaestra.","[14.4932745, 40.7516442]"
"6873",243620947,"Pompeii II.3.7 garden entrance ","Pompeii II, 3, 7 is a garden entrance linked to II, 3, 8 and II, 3,9. II, 3, 8 is identified as a workshop, either the Officina vasaria or caupona of Nicanor. This complex was positioned across the street from the Palaestra.","[14.4932745, 40.7516442]"
"6874",243976336,"Saint-Pierre-d'Aurillac ","Remains of Gallo-Roman substructures that support the choir of the present church.","[-0.191576, 44.5715952]"
"6875",244190113,"Cercina, Cercina (Etruria) ","A now-unlocated place near Florentia in Etruria (Regio VII) known from epigraphic sources. Caius Caesar, the father of Iulius Caesar, helmed a veterans' colony there.","[11.262222, 43.844722]"
"6876",244211030,"Central Church ","A three-aisled basilical church, with an external apse, situated near the centre of the ancient settlement of Apollonia (Cyrenaica), about half way between the East and West churches. The building has a narthex, a small western atrium and a range of added rooms along the north flank. The mosaics have been dated around the sixth century AD, but the building seems to have been built in earlier times (possibly fifth century AD).","[21.9680806, 32.9021957]"
"6877",244583542,"Ponte Apollosa ","Ponte Apollosa, a bridge of the Via Appia that may have been restored by Septimius Severus in 198 CE.","[14.7129451, 41.0750945]"
"6878",244926839,"Pont de Bornègre ","A Roman aqueduct bridge connected to the Roman aqueduct of Nîmes.","[4.4760982, 43.9837547]"
"6879",245122016,"Temple of Jupiter, Damascus ","The Temple of Jupiter in Damascus was begun during the rule of Augustus and completed during the rule of Constantius II.","[36.305319, 33.511234]"
"6880",245668206,"Porticus Absidata ","The Porticus Absidata was an exedra porticata that served as the northern apsidal entryway to the Forum of Nerva, also known as the Forum Transitorium.","[12.487408, 41.893803]"
"6881",246115792,"La Lagaste, Pomas-et-Rouffiac ","A pre-Roman emporion of the Aude valley.","[2.2718596, 43.1125402]"
"6882",246534016,"Roman theater at Fréjus ","The Roman theater at Fréjus dates to the reign of Tiberius.","[6.7380144, 43.4367229]"
"6883",246534016,"Roman theater at Fréjus ","The Roman theater at Fréjus dates to the reign of Tiberius.","[6.7380144, 43.4367229]"
"6884",246534016,"Roman theater at Fréjus ","The Roman theater at Fréjus dates to the reign of Tiberius.","[6.7380144, 43.4367229]"
"6885",246534016,"Roman theater at Fréjus ","The Roman theater at Fréjus dates to the reign of Tiberius.","[6.7380144, 43.4367229]"
"6886",249663476,"Pontecorvo, Pontecorvo (Latium) ","Pontecorvo is a comune located in the province of Frosinone, Lazio, Italy.","[13.6069933, 41.4761818]"
"6887",249767014,"Sanctuary of Kalliste ","A sanctuary for Kalliste (""most beautiful lady""), sometimes identified with Artemis, located on the road from Athens to the Academy.","[23.717, 37.9803]"
"6888",249792106,"Roman amphitheater at Sipous/Sipontum ","The Roman amphitheater at Sipous/Sipontum.","[15.8885447, 41.6117652]"
"6889",249792106,"Roman amphitheater at Sipous/Sipontum ","The Roman amphitheater at Sipous/Sipontum.","[15.8885447, 41.6117652]"
"6890",249792106,"Roman amphitheater at Sipous/Sipontum ","The Roman amphitheater at Sipous/Sipontum.","[15.8885447, 41.6117652]"
"6891",249792106,"Roman amphitheater at Sipous/Sipontum ","The Roman amphitheater at Sipous/Sipontum.","[15.8885447, 41.6117652]"
"6892",250091861,"Bath-Gymnasium Complex at Sardis ","Bath/gymnasium complex containing a palaestra and a synagogue that was developed in the 3rd century CE.","[28.0388808, 38.4885726]"
"6893",251063522,"Roman amphitheater at Hispellum ","The Roman amphitheater at Hispellum dates to the first century.","[12.6662021, 42.9957909]"
"6894",251063522,"Roman amphitheater at Hispellum ","The Roman amphitheater at Hispellum dates to the first century.","[12.6662021, 42.9957909]"
"6895",251063522,"Roman amphitheater at Hispellum ","The Roman amphitheater at Hispellum dates to the first century.","[12.6662021, 42.9957909]"
"6896",251063522,"Roman amphitheater at Hispellum ","The Roman amphitheater at Hispellum dates to the first century.","[12.6662021, 42.9957909]"
"6897",251126036,"San Felice Roman villa ","The villa site is approximately 1 km south of the presumed ancient course of the Via Appia.","[16.290342, 40.826347]"
"6898",251170827,"Northwest Orthostate Enclosure ","A square sacred enclosure in the northwest corner of the Agora, in front of the Stoa Basileios at the meeting point of the west road and the Panathenaic Way. It was built ca. 430 BC around a sacred rock. It was gradually obscured by the rising ground levels and built over in the 3rd century AD.","[23.72256, 37.97601]"
"6899",251288970,"San Martino ai Monti ","San Martino ai Monti is a minor basilica in Rome. The basilica was founded on a site donated by Equitius during the reign of Pope St. Sylvester I in the fourth century.","[12.4979778, 41.8947196]"
"6900",254082752,"Temple of Talamonaccio ","An Etruscan temple of the fourth century BCE, associated with the ancient settlement of Telamon. It lies on Mount Talamonaccio, across the bay from the modern village of Talamone, north of Orbetello, Italy.","[11.1695677, 42.5519179]"
"6901",255796858,"Constantina, Constantina, Costantina, Costantina ","A Spanish village located in the north of the province of Sevilla that belonged to the kingdom of Alfonso X.","[-5.62185, 37.87757]"
"6902",256190697,"Ponte Papaloppe ","A ruined bridge located near Nuoro in Sardinia.","[9.4371028, 40.2938131]"
"6903",257120882,"Pont'Ezzu, Ponte Ezzu ","Ponte Ezzu or Pont'Ezzu is a Roman bridge of the first century A.D. that crosses the Rio Mannu near Ozieri, Sardinia.","[8.9784422, 40.6145167]"
"6904",257227618,"La Peyrelongue ","A massive, square tower of the Roman period.","[0.2741954, 44.264268]"
"6905",257305084,"Pokrovka-4 mound ","Burial mound near the Sentelek River in Altay, Russia, containing remains associated with the Afanasievo Culture (31st-29th centuries BCE) and the Pazyryk Culture (4th-3rd centuries BCE).","[83.667911, 51.130357]"
"6906",258892134,"Poggio Capalbiaccio ","The hill known as Poggio Capalbiaccio is located in the Maremma plain.","[11.3544855, 42.4389588]"
"6907",259024851,"Roman bridge of Lugo ","A bridge across the Minho River at Lugo with Roman origins. Heavily restored in modern times, the bridge now serves as a pedestrian walkway.","[-7.5636799, 43.0024071]"
"6908",259024851,"Roman bridge of Lugo ","A bridge across the Minho River at Lugo with Roman origins. Heavily restored in modern times, the bridge now serves as a pedestrian walkway.","[-7.5636799, 43.0024071]"
"6909",259024851,"Roman bridge of Lugo ","A bridge across the Minho River at Lugo with Roman origins. Heavily restored in modern times, the bridge now serves as a pedestrian walkway.","[-7.5636799, 43.0024071]"
"6910",259024851,"Roman bridge of Lugo ","A bridge across the Minho River at Lugo with Roman origins. Heavily restored in modern times, the bridge now serves as a pedestrian walkway.","[-7.5636799, 43.0024071]"
"6911",260329425,"Stabian Gate ","A Roman city gate at the southern terminus of Strada Stabiana in Pompeii.","[14.4899552, 40.7483283]"
"6912",260724426,"Temple of Demeter and Kore ","A Punic and Roman temple sacred to Demeter and Kore located at Bagoi, Perdaxius, Sardinia.","[8.6354995, 39.2015099]"
"6913",261678107,"Porta Trasimena ","The Porta Trasimena or Arco di San Luca is a third-century B.C. gate in the Etruscan wall of Perusia.","[12.3841321, 43.1128353]"
"6914",261794683,"Tempel der Venus und Roma ","A double temple sacred to Venus Felix and Roma Aeterna built by Hadrian on the slope of the Velian hill to the north of the Sacra Via beginning in 121 CE.","[12.4904092, 41.8911717]"
"6915",261794683,"Temple of Venus and Rome ","A double temple sacred to Venus Felix and Roma Aeterna built by Hadrian on the slope of the Velian hill to the north of the Sacra Via beginning in 121 CE.","[12.4904092, 41.8911717]"
"6916",261794683,"Tempel der Venus und Roma ","A double temple sacred to Venus Felix and Roma Aeterna built by Hadrian on the slope of the Velian hill to the north of the Sacra Via beginning in 121 CE.","[12.4904092, 41.8911717]"
"6917",261794683,"Temple of Venus and Rome ","A double temple sacred to Venus Felix and Roma Aeterna built by Hadrian on the slope of the Velian hill to the north of the Sacra Via beginning in 121 CE.","[12.4904092, 41.8911717]"
"6918",262385625,"Roman amphitheater at Falerio Picenus ","The Roman amphitheater at Falerio Picenus dates to the first century A.D.","[13.4695001, 43.1068367]"
"6919",262385625,"Roman amphitheater at Falerio Picenus ","The Roman amphitheater at Falerio Picenus dates to the first century A.D.","[13.4695001, 43.1068367]"
"6920",262385625,"Roman amphitheater at Falerio Picenus ","The Roman amphitheater at Falerio Picenus dates to the first century A.D.","[13.4695001, 43.1068367]"
"6921",262385625,"Roman amphitheater at Falerio Picenus ","The Roman amphitheater at Falerio Picenus dates to the first century A.D.","[13.4695001, 43.1068367]"
"6922",263020146,"Monte Inici ","A mountain of Sicily located just south of the Golfo di Castellammare.","[12.8590368, 38.0011187]"
"6923",263157373,"Roman amphitheater at Cyzicus ","The Roman amphitheater at Cyzicus.","[27.8846826, 40.3982552]"
"6924",263157373,"Roman amphitheater at Cyzicus ","The Roman amphitheater at Cyzicus.","[27.8846826, 40.3982552]"
"6925",263157373,"Roman amphitheater at Cyzicus ","The Roman amphitheater at Cyzicus.","[27.8846826, 40.3982552]"
"6926",263157373,"Roman amphitheater at Cyzicus ","The Roman amphitheater at Cyzicus.","[27.8846826, 40.3982552]"
"6927",264556019,"Temple of Ptah, Temple of Ptah (Karnak) ","Originally constructed by the New Kingdom pharoah Thutmose III, this component of the temple complex in Karnak was repaired and embellished multiple times through the Roman period.","[32.6598161, 25.719427]"
"6928",264681518,"Port-sur-Saône ","Port-sur-Saône may be the ancient “Portus Abucinus” included in the Notitia Galliarum. This may have been the location of the martyrdom of Saint Valerius.","[6.0454479, 47.6876801]"
"6929",266382050,"La Lône arcade, Nimes aqueduct ","A segment of the Nimes aqueduct.","[4.5332718, 43.9617123]"
"6930",267069707,"Temple of Nabu at Palmyra ","A temple dedicated to the Babylonian god of wisdom.","[38.2703003, 34.5500396]"
"6931",267388585,"Stanwick Iron Age Fortifications ","Stanwick Iron Age Fortifications or Stanwick camp is an Iron Age site in Britain covering approximately 300 hectares.","[-1.719081, 54.4987941]"
"6932",267635531,"Sarmaç ","Find place for cuneiform inscription.","[43.496, 38.4985]"
"6933",267702570,"Santi Giovanni e Paolo ","An ancient Christian basilica on the Caelian Hill in Rome that was built in AD 398 by will of a senator known as Pammachius. The basilica was located over the home of two Roman soldiers, John and Paul, who had been martyred under Julian in AD 362. The church was thus called the Titulus Pammachii.","[12.4922967, 41.8866376]"
"6934",267762471,"Sarakinos Cave, Sarakenos Cave ","Cave with Neolithic, Mesolithic, Palaeolithic, and Bronze Age remains in Boeotia, Greece.","[23.207786, 38.455101]"
"6935",268622655,"La Bastide-l'Eveque, La Bastide-l'Évêque ","Natural sources of silver were exploited in the area of La Bastide-l'Eveque in antiquity. Numerous sculptural and epigraphic finds have been made in the area.","[2.1340475, 44.3406655]"
"6936",268637493,"Porta Collina, porta Collina ","The Porta Collina was a gate in Rome's Servian Wall located on the Quirinal Hill. At the Porta Collina the Via Salaria and the Via Nomentana divided. Some remains of the gate were identified in 1872 on the Via Venti Settembre beneath the Italian Ministry of Finance.","[12.4986786, 41.9073248]"
"6937",269407479,"Ancient Theater of Teos ","Originally constructed during the Hellenistic period, the theater at Teos was extensively modified during the early Roman empire.","[26.7870237, 38.1797441]"
"6938",270118641,"Atyantakamapallaveshvaragriha, Atyantakāma-pallaveśvara-gṛha ","Modern name of a seventh-century Pallava rock-cut temple at Mahābalipuram.","[80.1925349, 12.6184523]"
"6939",270971042,"Bath city walls ","The circuit walls of Aquae Sulis, enclosing an area of some 23 ha, began in the Roman period and were later reinforced in the Anglo-Saxon and Medieval periods. Various remains are visible at points along the original circuit.","[-2.3580962, 51.3823422]"
"6940",271130923,"Ponte sul Fosso di Biserano ","The Ponte sul Fosso di Biserano is a Roman aqueduct bridge of the Aqua Anio Vetus.","[12.7751255, 41.8649168]"
"6941",271347289,"Roman amphitheater at Trebula Mutuesca ","The archaeological remains of the Roman amphitheater at Trebula Mutuesca are located at Monteleone Sabino in the Province of Rieti, Italy.","[12.8678961, 42.2281679]"
"6942",271347289,"Roman amphitheater at Trebula Mutuesca ","The archaeological remains of the Roman amphitheater at Trebula Mutuesca are located at Monteleone Sabino in the Province of Rieti, Italy.","[12.8678961, 42.2281679]"
"6943",271347289,"Roman amphitheater at Trebula Mutuesca ","The archaeological remains of the Roman amphitheater at Trebula Mutuesca are located at Monteleone Sabino in the Province of Rieti, Italy.","[12.8678961, 42.2281679]"
"6944",271347289,"Roman amphitheater at Trebula Mutuesca ","The archaeological remains of the Roman amphitheater at Trebula Mutuesca are located at Monteleone Sabino in the Province of Rieti, Italy.","[12.8678961, 42.2281679]"
"6945",271500627,"Porta Rosa ","An arched gateway built using the Lesbian polygonal masonry technique at Velia.","[15.1585705, 40.1626405]"
"6946",272290639,"Roman signal station at Scarborough ","A Roman signal station dating from ca. A.D. 370. Comprising a ditch, an inner wall with bastions, and a signal tower, it was used until the early fifth century.","[-0.3860551, 54.287368]"
"6947",272290639,"Roman signal station at Scarborough ","A Roman signal station dating from ca. A.D. 370. Comprising a ditch, an inner wall with bastions, and a signal tower, it was used until the early fifth century.","[-0.3860551, 54.287368]"
"6948",272290639,"Roman signal station at Scarborough ","A Roman signal station dating from ca. A.D. 370. Comprising a ditch, an inner wall with bastions, and a signal tower, it was used until the early fifth century.","[-0.3860551, 54.287368]"
"6949",272290639,"Roman signal station at Scarborough ","A Roman signal station dating from ca. A.D. 370. Comprising a ditch, an inner wall with bastions, and a signal tower, it was used until the early fifth century.","[-0.3860551, 54.287368]"
"6950",272709531,"Roman amphitheater at Spoletium ","The remains of the early Imperial amphitheater were discovered within the Caserma Minervio during the early nineteenth century.","[12.7391285, 42.7389767]"
"6951",272709531,"Roman amphitheater at Spoletium ","The remains of the early Imperial amphitheater were discovered within the Caserma Minervio during the early nineteenth century.","[12.7391285, 42.7389767]"
"6952",272709531,"Complesso monumentale dell'Anfiteatro ","The remains of the early Imperial amphitheater were discovered within the Caserma Minervio during the early nineteenth century.","[12.7391285, 42.7389767]"
"6953",272709531,"Roman amphitheater at Spoletium ","The remains of the early Imperial amphitheater were discovered within the Caserma Minervio during the early nineteenth century.","[12.7391285, 42.7389767]"
"6954",272709531,"Roman amphitheater at Spoletium ","The remains of the early Imperial amphitheater were discovered within the Caserma Minervio during the early nineteenth century.","[12.7391285, 42.7389767]"
"6955",272709531,"Complesso monumentale dell'Anfiteatro ","The remains of the early Imperial amphitheater were discovered within the Caserma Minervio during the early nineteenth century.","[12.7391285, 42.7389767]"
"6956",272709531,"Roman amphitheater at Spoletium ","The remains of the early Imperial amphitheater were discovered within the Caserma Minervio during the early nineteenth century.","[12.7391285, 42.7389767]"
"6957",272709531,"Roman amphitheater at Spoletium ","The remains of the early Imperial amphitheater were discovered within the Caserma Minervio during the early nineteenth century.","[12.7391285, 42.7389767]"
"6958",272709531,"Complesso monumentale dell'Anfiteatro ","The remains of the early Imperial amphitheater were discovered within the Caserma Minervio during the early nineteenth century.","[12.7391285, 42.7389767]"
"6959",272904994,"Lower city at Hattusa ","District in Hattusa located northwest of Büyükkale, enclosed by the oldest wall of the city, the Poternenmauer, and including the structure known in modern times as Temple I.","[34.6170294, 40.0200723]"
"6960",275434516,"Posta Vecchia ","Remains of a Roman imperial villa incorporated into a post office that later became a hotel.","[12.1044445, 41.9328056]"
"6961",275500868,"Ponte romano di Santa Giusta ","A Roman bridge dating between the first century BC and the first century AD.","[8.6090506, 39.8695884]"
"6962",276064291,"Bath at northwest foot of the Areopagus ","A bathhouse located northwest of the Areopagus Hill and southwest of the Agora in Athens, first built in the late second century BC and remaining in use until the late sixth century AD.","[23.72148, 37.973737]"
"6963",276064291,"Southwest Bath ","A bathhouse located northwest of the Areopagus Hill and southwest of the Agora in Athens, first built in the late second century BC and remaining in use until the late sixth century AD.","[23.72148, 37.973737]"
"6964",276064291,"Bath at northwest foot of the Areopagus ","A bathhouse located northwest of the Areopagus Hill and southwest of the Agora in Athens, first built in the late second century BC and remaining in use until the late sixth century AD.","[23.72148, 37.973737]"
"6965",276064291,"Southwest Bath ","A bathhouse located northwest of the Areopagus Hill and southwest of the Agora in Athens, first built in the late second century BC and remaining in use until the late sixth century AD.","[23.72148, 37.973737]"
"6966",276676983,"South Theater (Jerash) ","The South Theater of Jerash in Jordan dates to the late first century CE.","[35.8888192, 32.276692]"
"6967",276676984,"Temple of Zeus Olympius (Jerash) ","The monumental sanctuary of Zeus Olympius at Jerash dates to the 160s CE.","[35.8897606, 32.2769636]"
"6968",276676984,"Tempel des Zeus Olympius ","The monumental sanctuary of Zeus Olympius at Jerash dates to the 160s CE.","[35.8897606, 32.2769636]"
"6969",276676984,"Temple of Zeus Olympius (Jerash) ","The monumental sanctuary of Zeus Olympius at Jerash dates to the 160s CE.","[35.8897606, 32.2769636]"
"6970",276676984,"Tempel des Zeus Olympius ","The monumental sanctuary of Zeus Olympius at Jerash dates to the 160s CE.","[35.8897606, 32.2769636]"
"6971",277370050,"Roman Theater at Sepphoris ","The ancient Roman Theater at Sepphoris.","[35.2793462, 32.7536426]"
"6972",277370050,"Roman Theater at Sepphoris ","The ancient Roman Theater at Sepphoris.","[35.2793462, 32.7536426]"
"6973",277370050,"Roman Theater at Sepphoris ","The ancient Roman Theater at Sepphoris.","[35.2793462, 32.7536426]"
"6974",277370050,"Roman Theater at Sepphoris ","The ancient Roman Theater at Sepphoris.","[35.2793462, 32.7536426]"
"6975",277534797,"Temple of Artemis Agrotera ","A temple of Artemis on the Ilissos that marks the spot where the goddess first hunted after arriving from Delos. The archaeological remains of the site are found on the modern Ardettou Street in Athens.","[23.7351251, 37.9676098]"
"6976",277569430,"Temple of Divus Iulius ","The temple on the Sacra Via dedicated to the deified Iulius Caesar, authorized in 42 B.C. and built by Augustus, with its dedication occurring on 18th August, 29 B.C.","[12.4859209, 41.8922506]"
"6977",277867435,"Couto de Ouro ","A fortified, proto-urban Iron Age village. The site is located in the modern Portuguese municipality of Paredes de Coura.","[-8.6339666, 41.87008]"
"6978",277867436,"Cossourado ","A proto-urban Iron Age site of the Castro culture occupying a hilltop that sits 375 m above sea level.","[-8.6370642, 41.9158375]"
"6979",278568881,"Sanctuary of Bendis ","Sanctuary of Bendis located on the Acropolis of Salamis","[23.539, 37.95405]"
"6980",278785543,"Stadium-Gymnasium Complex at Messene ","The stadium-gymnasium complex at Messene was built in the third century B.C.","[21.9189594, 37.1732755]"
"6981",280341406,"Phylakopi ","A major Bronze Age settlement on Melos with evidence for continuous occupation from the third millennium BC until the twelfth century BC, Phylakopi provides important information about the Cycladic civilization.","[24.5050292, 36.7552419]"
"6982",281201084,"New Palace, New Palace at Assur ","The Middle Assyrian king Tukultī-Ninurta I (1233–1197 BC) built himself a new royal residence at Assur. That palace, which went by the Sumerian name Elugalumunkurkurra (“House of the King, Lord of the Lands”), covered an area of about 27000 m². After Tukultī-Ninurta I’s reign, the so-called “New Palace” was no longer maintained and, thus, fell into ruins.","[43.2579874, 35.4580345]"
"6983",282772660,"Temple of the Ship Carpenters, Temple of the Fabri Navales ","The Temple of the Ship Carpenters at Ostia dates to the later second century CE.","[12.2864762, 41.7526007]"
"6984",282851782,"Sa'da, Sa'dah, Saada, Saadah, Sa'ada, Sa'adah, Saʿda ","A place from the TAVO Index","[43.765, 16.941]"
"6985",283133307,"Temple G at Selinunte, Temple G at Selinus ","Remains of an octastyle Doric temple begun in the sixth century B.C. but left unfinished.","[12.834355, 37.5883198]"
"6986",285468794,"Roman theater at Castrum Novum ","The Roman theater at Castrum Novum (Santa Marinella, Italy).","[11.8330526, 42.0373725]"
"6987",285468794,"Roman theater at Castrum Novum ","The Roman theater at Castrum Novum (Santa Marinella, Italy).","[11.8330526, 42.0373725]"
"6988",285468794,"Roman theater at Castrum Novum ","The Roman theater at Castrum Novum (Santa Marinella, Italy).","[11.8330526, 42.0373725]"
"6989",285468794,"Roman theater at Castrum Novum ","The Roman theater at Castrum Novum (Santa Marinella, Italy).","[11.8330526, 42.0373725]"
